monto_transaccion,tiempo_respuesta_ms,intentos_previos,es_fraude
47142.86678587355,152.60116202597715,0,0
272915.2508233673,161.29156183210483,1,0
68858.5221271902,192.76939444235967,1,0
265043.6882865445,149.06955353340564,0,0
469445.25427327456,114.08370519551886,0,0
1663.2366142178444,153.47921154331553,0,0
8509.057900323622,174.17208541889357,0,0
14043.820282384751,173.35685044091366,0,0
22465.438417536618,183.62399165435372,1,0
93471.51755001085,152.00399401218883,0,0
213311.675192797,202.79033046044933,0,0
232677.7461372332,99.92628965337019,0,0
37609.39973554103,160.65062529482447,0,0
1111.807443191012,189.06671263076709,0,0
100331.77833996272,141.50447079229258,0,0
76640.77992636488,184.13321870689555,1,0
138571.77111745547,158.31551961952596,0,0
116465.11401198486,129.75888850740887,0,0
69528.62337111954,168.31191323095248,0,0
61501.20895344328,115.46127352801403,1,0
308026.518608191,162.00573154764257,0,0
128110.09198063007,148.1304675837173,0,0
175368.66059020415,132.32028301766348,1,0
92015.17296897226,161.58612345290155,0,0
118181.53550926894,160.3070149535875,0,0
52849.070966347266,110.12935362747947,0,0
22673.353855735655,172.66620964523207,1,0
150534.85890851592,130.85866786886555,0,0
119327.20442261355,149.14216673125478,0,0
16003.400171418738,171.70438698889734,1,0
33311.63206276745,152.87563915857018,0,0
33344.76337023432,111.08657664495938,0,0
18215.09538474714,132.6575876883899,0,0
238697.13544563597,261.9771062756439,1,0
101874.47692476813,154.90680846102157,0,0
1075092.1694433922,135.6561112398906,0,0
88877.03000842899,172.6808665014405,0,0
102891.90860803305,128.1872180848591,1,0
18760.98001803218,140.28078123926045,0,0
4016.113610523642,157.95638116458568,0,0
252053.71413928323,83.62294955301275,1,0
37328.424585091845,140.25594659708923,0,0
175699.92981731857,130.4172810818734,0,0
178074.76481610624,122.97226630439718,0,0
47679.76258830571,110.99395056115708,1,0
187190.85181150452,153.48631165072993,1,0
424975.737547539,105.00401161528906,0,0
79483.46876842293,157.07070400296757,0,0
35221.41005529523,131.46071852766232,1,0
5622.862796223659,165.92381349987176,0,0
176287.05527253656,158.40804524054215,0,0
2643.5801327050294,136.27363922102836,0,0
69824.64908453857,115.45093037532489,0,0
118484.66854887213,175.23237389449523,0,0
152531.9016173641,152.4807405845268,0,0
152055.16759391018,143.25648483470854,0,0
207239.9781312871,133.8873074531082,0,0
44027.93494018741,169.38076822094385,1,0
101830.99552978859,199.39262753075184,0,0
95054.07456711284,155.04462768427382,0,0
231245.98202549556,143.89000411156223,0,0
223914.71660777894,136.64695895967762,0,0
185552.86191912388,165.58998817630032,0,0
97619.8525774559,131.9902910299882,0,0
542301.2792339332,120.51206358398721,3,0
46295.92983578263,151.44056907898988,0,0
207935.0837295789,144.46504354537262,0,0
102804.49473556652,120.72080830496908,0,0
6064.307831710132,113.57068253947608,0,0
288339.8047209568,119.44435701020116,0,0
381266.13283823757,165.44051662711627,0,0
302039.68235223315,157.23627682126647,0,0
35776.005658490496,145.8215978959291,0,0
72917.33429185669,114.88086945832498,0,0
104307.35166069477,159.54804175007524,1,0
185217.76200195463,217.66719852438752,0,0
46140.34944354643,129.42628435344108,0,0
40184.03039323133,149.3275036877654,0,0
154515.7610581429,138.22924058740546,0,0
541612.0580387925,140.40617547717477,0,0
324394.1605506166,189.78038227205735,0,0
66025.51271050858,175.7219360419736,0,0
174223.39466014455,180.17425811580623,0,0
169508.64126328152,116.61693653111237,0,0
101343.24819435891,168.90219701737513,0,0
10302.49313255693,133.54716267270763,0,0
235947.90326072488,150.44638253705435,0,0
151829.37113396364,160.66419779459193,0,0
153468.80156335983,195.1112242996781,0,0
970.2262916975674,134.11733664079492,0,0
115528.00985577058,210.63531479509732,0,0
53857.89965041574,119.47623572502823,0,0
111753.34958792682,157.75384565253768,0,0
7687.171028854523,107.32843594517375,0,0
73.41867368090749,123.53873776447405,0,0
16457.232655268406,155.83218953893447,0,0
71506.49575725118,135.38751960945123,2,0
32329.514774171766,184.55344987116686,0,0
71890.70619365363,133.1070499396117,0,0
2072.4436436117558,179.00620329574048,0,0
155561.68582699442,164.88738251804935,0,0
357340.2198102183,148.47785057733245,0,0
655250.3064684306,156.05645391550715,0,0
55806.32283779003,137.82945318704256,2,0
128239.7334390595,133.22714055788072,0,0
185644.81212120724,118.84176305628938,0,0
308522.8330319333,175.77606846956652,0,0
205356.42370682533,135.24095770486673,0,0
148615.95369840885,163.47407681639305,0,0
8345.831229126226,170.85251429775172,0,0
6482.4023132713155,182.04945905941716,0,0
175795.43101589897,130.12062468965416,0,0
529.3589525636335,113.09423799226505,0,0
41306.790941853,162.32374526167422,0,0
54275.24592722779,220.55000624595996,0,0
233908.58150246722,138.46217161862728,0,0
378966.31013366336,174.89458775393726,0,0
69871.62647686905,134.77942093941587,1,0
69331.5751575974,136.31953899335068,1,0
184153.8693003853,192.261316739646,1,0
47880.59288074688,127.4608626174121,0,0
37106.69548078236,118.59611813731533,1,0
274768.35471568216,116.96915655840772,0,0
32636.27218233093,123.75814710608013,2,0
50156.043135711116,148.02194444038727,0,0
28532.2973969969,140.7312254048088,1,0
102597.8538586161,117.2805423878511,0,0
328711.9565076071,176.7040258718996,0,0
18639.368714823235,146.63389770438013,0,0
178537.95507344115,167.76935062937986,0,0
4337.872722274102,169.80987598539338,0,0
42749.2041148863,119.203282796673,0,0
9437962.881962422,1918.4183421358116,4,1
66043.46811244288,145.87293344072535,0,0
93568.28699376844,120.00011049765892,0,0
152451.0401195538,126.57355808834666,0,0
41183.92309617033,144.4082681450521,2,0
126754.8229263763,136.88658152499755,0,0
57727.118687727714,151.77162492637842,0,0
93556.92076194852,159.09601085731532,0,0
135862.9349353115,125.4476898299946,1,0
86866.83493772632,129.05051963301705,2,0
164411.2859601459,143.4459019968715,0,0
40491.34835081161,153.83568450963472,0,0
126339.58013910802,202.42818030932568,0,0
220682.98970933087,126.40148391668907,0,0
9137.177279475522,131.66437082956904,0,0
181806.37756867206,180.82296466693708,0,0
133408.25356767135,156.86284968733207,0,0
147675.81446083973,132.2539335138819,1,0
22305.213690931774,141.1447559583638,0,0
121583.6420641672,121.03017333938489,0,0
9563.510223988349,112.00329906561228,0,0
298645.758867679,146.2354112906268,0,0
636549.8339210914,113.00337736227965,1,0
153294.55867384298,103.76479985303986,0,0
90707.61245645401,155.1000095269423,0,0
164354.9862867412,120.69293757742618,0,0
142191.38858608427,181.99035297944368,0,0
21526.881715337156,177.5107110564216,0,0
237704.42286730607,162.2130034618502,0,0
105253.93502823786,179.11161731280532,1,0
293001.5318666861,165.98407108716574,0,0
2268.951067535683,142.43063637186154,0,0
61147.005181405664,121.64680843803919,0,0
88867.92216365063,174.9576142144596,1,0
180899.0868901767,115.49025383189831,0,0
13929.850466010239,151.27690761162697,0,0
74138.33597428068,139.77455380462652,1,0
108412.43044631254,205.20870660849675,1,0
55974.385524376434,91.29829007247935,0,0
172523.49305185056,144.65807073529461,1,0
89175.18882695987,191.8247425711238,0,0
297500.27027757355,155.0266747507848,0,0
155559.32629683783,145.49743496621605,0,0
24253.606712324116,145.7272486631314,1,0
29510.59638315819,181.245527426342,1,0
21010.156600281705,122.83972616610954,0,0
28584.63294666783,166.72688136240913,0,0
126039.74224384248,167.337395515115,1,0
327813.14123929286,131.37818036809315,0,0
14379.3047316721,178.32105529282236,1,0
267041.46062934806,148.2471463980492,0,0
308047.6295184926,135.36196095260652,0,0
1166.354604475082,178.16144392822895,0,0
125567.46010580593,87.74295729059179,2,0
59894.784797575165,117.81553517161638,0,0
158065.84978445966,89.39337823256785,0,0
47513.78023036907,139.22640498786933,0,0
408165.287882772,145.42273038471788,0,0
151333.94681472715,129.52618887565697,0,0
47661.43675917048,149.1435795223998,0,0
32780.29844488623,170.02821459779884,1,0
99411.3642263664,139.01955587945469,0,0
199367.7514913402,194.59796516518713,0,0
28610.67207666289,133.69003848843806,1,0
7169.691289945909,133.09872279278534,0,0
81696.14960598809,131.85281040420014,0,0
57297.35012007868,177.72748663691797,0,0
3828.380019014459,188.63066114712046,0,0
256499.8627275283,153.68297147578488,0,0
169129.93870263846,163.56936684781405,0,0
161617.1118596673,143.83156798616312,0,0
6593.7714843982685,158.67665680500693,0,0
173491.11848134993,197.04053223394428,0,0
3514.7547738321578,177.91076871955516,0,0
36211.70406789371,148.23701118181452,0,0
472245.03792042076,120.46396846056726,0,0
42091.8638541133,128.59730868358923,0,0
18962.127200562794,146.045265504445,1,0
34790.85460409891,110.90176837748365,0,0
1200.4193084176436,168.21853966164397,0,0
30133.503626029218,175.42935535425391,1,0
137702.83104100268,134.61531725593716,1,0
27090.28139771743,158.3574990937752,1,0
39784.14611864462,151.5447067557412,0,0
285763.84689333016,139.89826374368818,1,0
22733.98268583719,140.75708288101768,0,0
168862.25245517347,159.89512351825522,0,0
222001.9861605448,125.82285318001149,0,0
55089.27404770627,137.2608374282542,0,0
68780.97395504772,104.20871928215934,0,0
280624.3089108612,150.69916359946566,0,0
212680.974985842,142.1967158114678,0,0
2247.5823331013394,167.15721354329534,0,0
5482.56133759029,105.07140830927239,1,0
147578.22686167576,125.07832263107824,1,0
52458.96229174781,114.9686496450058,1,0
32172.240566827048,157.66140801623922,0,0
38713.61750292824,171.9551391359161,0,0
1146.2009723222293,137.7452273442828,0,0
78511.20780982243,163.85636190066302,0,0
112030.64910364419,130.6349663028672,0,0
123271.22871859583,156.07256351778128,0,0
55237.64708787611,123.93542116165435,1,0
158559.51802638205,158.61523301485275,2,0
259594.88130533343,142.00649464331238,1,0
85545.59330816455,96.32169750084921,0,0
112056.81337534473,151.283968970067,0,0
50032.134090217194,149.56579981227256,1,0
6168.715659506075,192.0853711185667,0,0
155088.94891659947,134.3084325993326,1,0
58954.420215467544,161.57281948732782,1,0
729062.0078838307,139.33033822691436,0,0
3304.438558006867,171.8542467974125,2,0
144904.37082165683,156.97307742918608,0,0
60671.015369422654,91.96286644806054,2,0
13179.163088809044,140.14773802548558,0,0
27477.29370006525,182.283268226624,0,0
50598.80036850227,173.43062934166537,0,0
5616.609750153922,129.6073487975164,0,0
237631.28705085535,144.8803685598566,1,0
215664.58155154123,180.46663026972303,0,0
155799.49277383022,178.07423428964339,0,0
22390.584945197606,147.73133106652193,0,0
50251.816638166194,176.9166162875568,0,0
6520132.503197771,1536.0566161021902,8,1
188156.72333130174,125.81863155047336,0,0
184941.54760926752,172.47603832092813,0,0
81047.43897610695,150.1788314024372,0,0
37738.59725117717,86.15922460878505,0,0
30720.64335882231,219.58087855618322,1,0
42378.2337059439,142.46952139867045,1,0
14489.798954852677,164.4895311996201,0,0
194306.03405456268,106.10580355604866,0,0
91831.15751941084,134.8607586174142,1,0
31273.210009625378,129.75598646000168,0,0
24568.805491970033,205.70386083374126,0,0
120519.50509474029,156.29673620795063,0,0
53510.10957738252,148.64121813999495,0,0
94545.28231199404,153.60130578816242,1,0
1768.3909611236963,153.92246852996283,0,0
106798.2849123264,165.40064271869178,0,0
150419.97295386795,135.92334500512246,0,0
54559.76355204166,156.1060263215143,0,0
326854.9865279589,112.75975969122493,0,0
12606.414212287988,134.29253769955616,0,0
137448.68663801908,158.37815332684158,2,0
85030.28844494071,187.53192208779322,0,0
107284.80274859972,115.04794900203042,0,0
153165.99990119244,158.84954831677516,1,0
2317.3950592201077,154.8169982462368,1,0
11058395.771489872,1498.2885597134743,4,1
3932.5846383904295,126.61506850044266,0,0
112536.15483532057,179.8151551244329,0,0
25430.15008454841,165.18137544387304,0,0
152686.67021053954,162.2969537644722,0,0
67911.40403499699,160.30285751826506,0,0
183875.44156685265,116.37783048047001,0,0
47279.79236865687,127.29146870730037,1,0
37705.49582266253,151.55377265214318,0,0
90224.2024558877,130.0943969306545,1,0
109095.28714836962,136.23297883358094,0,0
418411.0738396946,142.4889297793112,0,0
11327.022100686527,188.31959711920263,0,0
165799.42338977227,179.11189617625016,0,0
144490.3536776378,164.76720112110476,1,0
32286.929112316517,137.98949451491265,0,0
136831.76612165463,146.55535347019298,0,0
68497.93243038078,175.02662106426908,1,0
7830.122544244214,163.0921185344791,0,0
48237.324019820226,126.13225415767694,0,0
116961.88245876206,154.29802122268615,0,0
7709.32182875456,129.271026937865,0,0
188161.5516176251,144.66758560919806,0,0
221633.67322313643,157.77095993846973,1,0
9515047.902610766,3250.4280902081437,8,1
50778.19151060528,183.56942411057508,0,0
110134.03255235514,162.32716005119843,0,0
189306.94180199434,183.56869008291915,0,0
64377.760022361384,150.48148272578032,0,0
108599.21921145784,118.88909880628262,0,0
31343.449967946035,218.57782181159365,0,0
93020.40699145454,143.8733728239185,1,0
68405.96962400032,197.61699705204094,0,0
36119.06711860556,146.8967906295574,0,0
227070.81985523153,176.88987270495826,0,0
379285.20173053554,121.72275637077895,1,0
126459.74098468928,127.72920799673045,0,0
107303.02974359691,205.53008485679902,0,0
69501.59829540129,165.73095450738103,0,0
56273.21905512457,131.59836953648374,0,0
74701.07422437344,160.61371499299173,0,0
278864.97308833286,101.72915998189794,0,0
64682.40123840861,186.3874573019736,0,0
8450.732236738364,138.2331713754455,0,0
334029.5197240481,149.97322166156465,0,0
22676.38089683799,154.47329322345402,0,0
274255.1071592113,140.9053867597532,0,0
341047.7443280817,134.12993291331534,0,0
84594.14056892364,122.58437389631706,0,0
54046.13666959116,198.88315540374475,0,0
67391.29871292452,171.17134357949752,0,0
430642.76833165716,182.32870187553178,1,0
6657564.365400523,2139.614286067323,8,1
60836.19576758817,144.83113991426822,0,0
103284.22911675967,136.46763777153927,0,0
4919.617919899382,161.0688330327276,0,0
45122.25796788358,147.28539595549026,0,0
23478.649474405454,173.2212811512556,0,0
188994.08059733923,167.35050217651855,0,0
178584.46920283142,139.6498691215399,0,0
246790.55471813813,147.32181957073308,0,0
5823069.172621902,3065.1165986191986,11,1
50991.757536316996,183.84729648308564,0,0
84580.392416073,138.76786630160478,0,0
7911.746103231435,122.09274574247152,0,0
124442.42946503498,177.80151700082894,1,0
577530.4215883532,150.04139639054878,1,0
24220.737777826544,153.8712612077596,2,0
59869.1714472119,152.77201257232093,0,0
379432.76972382906,128.46468177034146,2,0
362909.4295793951,189.82130160929967,0,0
31322.426214745825,158.96386149724552,0,0
56228.859792015995,172.38650559187082,0,0
72561.19411028479,193.6475908046405,0,0
188628.71436631106,133.5807410412071,1,0
32541.958772916892,187.06110071886593,0,0
56783.86263415155,179.70154690627652,0,0
110456.94313890985,164.5343264834731,0,0
192012.8187369589,146.68295550700262,1,0
106340.41242247914,129.57846249462605,1,0
228807.95530679115,158.05051199138035,0,0
5502.193457997964,120.15720364389307,0,0
86961.47455375442,117.42495195462988,0,0
196530.76407771013,124.8920403904248,0,0
78321.79738295838,154.1760776042286,1,0
51425.9389719537,156.32191643789167,1,0
136186.61689779165,150.3604140658887,0,0
128878.70599187154,169.8240401361369,0,0
7915.110567553253,174.90261973292752,0,0
1295.6473012575516,143.82941673808608,0,0
186925.6528972925,159.87050051030442,0,0
138751.04604992384,146.91895152872166,1,0
79316.54198452398,135.72383555314147,0,0
35563.23859037625,149.1296921310512,0,0
41009.240446572454,131.8583099279245,0,0
190070.1180319362,178.25411730665292,0,0
57450.34988344391,161.5081954595371,1,0
92240.73883405112,123.75216136576182,1,0
45107.79533623059,155.3503597425209,0,0
24513.461945181345,169.60917839426367,0,0
91123.33235719998,139.47666088540586,0,0
52213.103796293675,166.81532227724605,0,0
150750.78282042683,108.676635940676,0,0
198235.36175612354,125.15436777856823,0,0
12445.43482914468,132.52834548895015,1,0
8833.016547909641,154.3885560958787,0,0
16875.022124431027,129.22793340362176,1,0
93395.48650841444,165.25333862719836,1,0
8408.87852519725,197.26824621485073,0,0
601892.832593679,170.64880522314866,1,0
389686.62265801296,176.3545791159327,0,0
53371.33273581776,102.05418345504941,0,0
228240.3742288868,165.52074863224667,0,0
57591.931425998206,147.79349424662396,0,0
54349.81002445561,189.2310295321177,1,0
158585.93649379216,116.69388533091387,2,0
47755.40870803884,129.81805574974072,0,0
185263.2048399332,171.9051497917915,1,0
74996.6786265204,188.22752516683119,1,0
208903.87465762848,155.68284488730797,0,0
508193.0976270297,169.84837802276274,0,0
6507.292491158057,141.96030788935732,0,0
390027.5835366409,148.61516186294162,0,0
3792.3277626342556,127.33177586624765,0,0
37436.38963921672,175.0331533699898,0,0
148072.93348858735,145.7351833802483,0,0
52989.871135779526,138.9018376391277,2,0
75902.94658288092,173.59421961998305,0,0
156788.00169205992,156.28982018154343,0,0
269193.21011397353,162.41844391939296,1,0
119874.68242380646,166.3672123252036,0,0
46976.026923466154,144.95564059252104,0,0
12112.572024696707,171.37972633482067,1,0
102204.75607559686,136.63122988522713,1,0
86411.30116868892,160.89865809748343,0,0
274708.60743419186,182.15125259658566,0,0
65752.37332948447,178.00323515827608,1,0
139595.342138621,134.78907396522146,1,0
510669.3204341958,207.93384414037152,0,0
92946.03893865205,172.72222590923218,0,0
74369.60613878147,150.206862358558,0,0
32015.202055171027,141.3913523766573,0,0
34880.659651019894,153.4920491321308,1,0
88545.4601329779,153.2182170184912,0,0
4646.68165882198,157.0143741489655,1,0
