timestamp_log,ip_origen,metodo_http,codigo_estado,bytes_enviados,tiempo_respuesta_ms,tipo_dispositivo,alerta_anomalia
2026-01-01 00:20:00,192.168.64.165,GET,200,39753.0,47.9,Desktop,0
2026-01-01 00:20:10,192.168.82.29,PUT,200,17331.0,108.6,Mobile,0
2026-01-01 00:20:20,192.168.123.120,GET,200,6180.0,13.9,Desktop,0
2026-01-01 00:20:30,192.168.73.131,GET,200,26458.0,13.8,Mobile,0
2026-01-01 00:20:40,192.168.180.160,GET,200,7508.0,133.5,Mobile,0
2026-01-01 00:20:50,192.168.76.174,GET,200,22423.0,78.1,Desktop,0
2026-01-01 00:21:00,192.168.95.225,GET,200,3108.0,173.6,Desktop,0
2026-01-01 00:21:10,192.168.1.224,GET,200,7924.0,70.7,Desktop,0
2026-01-01 00:21:20,192.168.225.47,GET,200,793.0,23.2,Mobile,0
2026-01-01 00:21:30,192.168.24.123,GET,200,4454.0,25.3,Mobile,0
2026-01-01 00:21:40,192.168.65.99,GET,400,16323.0,111.9,Mobile,0
2026-01-01 00:21:50,192.168.30.214,GET,200,7590.0,63.9,Mobile,0
2026-01-01 00:22:00,192.168.140.34,GET,200,5287.0,5.2,Mobile,0
2026-01-01 00:22:10,192.168.74.219,GET,200,14639.0,261.4,Desktop,0
2026-01-01 00:22:20,192.168.132.166,GET,200,936.0,105.8,Mobile,0
2026-01-01 00:22:30,192.168.253.168,GET,200,11234.0,166.4,Desktop,0
2026-01-01 00:22:40,192.168.253.78,GET,200,18165.0,70.5,Mobile,0
2026-01-01 00:22:50,192.168.158.109,GET,200,9872.0,75.0,Mobile,0
2026-01-01 00:23:00,192.168.68.239,GET,200,29360.0,5.0,Desktop,0
2026-01-01 00:23:10,192.168.52.129,DELETE,404,30602.0,59.0,Desktop,0
2026-01-01 00:23:20,192.168.237.158,GET,301,36949.0,19.7,Mobile,0
2026-01-01 00:23:30,192.168.186.250,GET,200,4249.0,44.6,Mobile,0
2026-01-01 00:23:40,192.168.221.182,GET,200,777.0,258.8,Mobile,0
2026-01-01 00:23:50,192.168.123.178,POST,200,24915.0,25.2,Desktop,0
2026-01-01 00:24:00,192.168.196.206,GET,301,11967.0,367.9,Desktop,0
2026-01-01 00:24:10,192.168.174.133,GET,500,13279.0,205.8,Mobile,0
2026-01-01 00:24:20,192.168.98.142,DELETE,200,43021.0,82.0,Desktop,0
2026-01-01 00:24:30,192.168.208.112,GET,200,2737.0,415.8,Desktop,0
2026-01-01 00:24:40,192.168.135.73,GET,301,19425.0,139.4,Desktop,0
2026-01-01 00:24:50,192.168.73.39,PUT,200,2978.0,27.0,Desktop,0
2026-01-01 00:25:00,192.168.86.236,DELETE,200,26790.0,8.4,Mobile,0
2026-01-01 00:25:10,192.168.195.16,GET,200,2079.0,171.4,Mobile,0
2026-01-01 00:25:20,192.168.73.56,PUT,200,14692.0,211.8,Tablet,0
2026-01-01 00:25:30,192.168.78.62,GET,500,24384.0,77.3,Desktop,0
2026-01-01 00:25:40,192.168.246.171,PUT,200,3836.0,37.8,Mobile,0
2026-01-01 00:25:50,192.168.35.97,GET,400,20801.0,6.1,Mobile,0
2026-01-01 00:26:00,192.168.154.6,GET,500,36146.0,111.1,Mobile,0
2026-01-01 00:26:10,192.168.211.18,POST,200,25122.0,50.4,Desktop,0
2026-01-01 00:26:20,192.168.197.21,GET,200,7507.0,70.4,Bot,1
2026-01-01 00:26:30,192.168.227.168,GET,200,24251.0,46.8,Desktop,0
2026-01-01 00:26:40,192.168.121.116,GET,200,15852.0,72.1,Mobile,0
2026-01-01 00:26:50,192.168.41.18,GET,200,376.0,46.3,Desktop,0
2026-01-01 00:27:00,192.168.58.20,GET,404,7433.0,220.8,Desktop,0
2026-01-01 00:27:10,192.168.35.192,GET,200,2007.0,148.5,Mobile,0
2026-01-01 00:27:20,192.168.167.181,GET,200,4572.0,137.6,Desktop,0
2026-01-01 00:27:30,192.168.179.168,GET,200,18559.0,105.2,Bot,1
2026-01-01 00:27:40,192.168.180.3,GET,200,6767.0,190.5,Desktop,0
2026-01-01 00:27:50,192.168.71.137,DELETE,200,6362.0,26.4,Mobile,0
2026-01-01 00:28:00,192.168.153.20,POST,200,15844.0,184.4,Mobile,0
2026-01-01 00:28:10,192.168.137.9,POST,404,11510.0,5.0,Desktop,0
2026-01-01 00:28:20,192.168.15.158,GET,400,9106.0,92.6,Desktop,0
2026-01-01 00:28:30,192.168.16.181,POST,500,4597.0,192.2,Mobile,0
2026-01-01 00:28:40,192.168.100.151,GET,200,4256.0,128.0,Mobile,0
2026-01-01 00:28:50,192.168.146.83,GET,200,32368.0,102.2,Desktop,0
2026-01-01 00:29:00,192.168.94.15,GET,200,2369.0,5.0,Tablet,0
2026-01-01 00:29:10,192.168.50.170,POST,200,3587.0,25.2,Desktop,0
2026-01-01 00:29:20,192.168.31.141,GET,200,12931.0,30.5,Desktop,0
2026-01-01 00:29:30,192.168.133.153,GET,200,56568.0,167.6,Desktop,0
2026-01-01 00:29:40,192.168.250.148,GET,200,15545.0,304.3,Mobile,0
2026-01-01 00:29:50,192.168.32.91,POST,404,12754.0,19.1,Desktop,0
2026-01-01 00:30:00,192.168.81.108,PUT,200,27746.0,6.2,Mobile,0
2026-01-01 00:30:10,192.168.49.87,GET,200,19709.0,150.2,Mobile,0
2026-01-01 00:30:20,192.168.4.17,GET,200,34068.0,47.3,Desktop,0
2026-01-01 00:30:30,192.168.195.132,GET,200,32150.0,45.0,Mobile,0
2026-01-01 00:30:40,192.168.177.64,GET,200,7533.0,130.3,Mobile,0
2026-01-01 00:30:50,192.168.43.207,POST,200,14578.0,191.8,Mobile,0
2026-01-01 00:31:00,192.168.119.110,GET,200,1417.0,41.0,Desktop,0
2026-01-01 00:31:10,192.168.251.235,GET,200,10358.0,513.3,Mobile,0
2026-01-01 00:31:20,192.168.112.249,GET,200,17967.0,185.7,Mobile,0
2026-01-01 00:31:30,192.168.228.69,GET,200,34060.0,9.0,Desktop,0
2026-01-01 00:31:40,192.168.173.56,GET,200,9018.0,139.4,Desktop,0
2026-01-01 00:31:50,192.168.76.243,PUT,200,26437.0,275.3,Mobile,0
2026-01-01 00:32:00,192.168.1.50,DELETE,200,23004.0,6.3,Desktop,0
2026-01-01 00:32:10,192.168.184.226,GET,404,5392.0,92.6,Desktop,0
2026-01-01 00:32:20,192.168.75.44,GET,200,16859.0,88.4,Mobile,0
2026-01-01 00:32:30,192.168.24.185,GET,200,27862.0,160.6,Desktop,0
2026-01-01 00:32:40,192.168.28.235,POST,200,5106.0,67.7,Desktop,0
2026-01-01 00:32:50,192.168.95.97,GET,200,2312.0,34.2,Desktop,0
2026-01-01 00:33:00,192.168.224.70,GET,404,1770.0,47.9,Desktop,0
2026-01-01 00:33:10,192.168.165.52,GET,200,1592.0,5.0,Desktop,0
2026-01-01 00:33:20,192.168.156.99,GET,200,5702.0,284.8,Desktop,0
2026-01-01 00:33:30,192.168.204.232,POST,404,9947.0,477.9,Mobile,0
2026-01-01 00:33:40,192.168.99.102,GET,200,13602.0,72.1,Mobile,0
2026-01-01 00:33:50,192.168.238.46,PUT,301,3987.0,238.4,Mobile,0
2026-01-01 00:34:00,192.168.224.23,GET,200,8027.0,269.7,Desktop,0
2026-01-01 00:34:10,192.168.45.8,GET,200,25416.0,100.8,Mobile,0
2026-01-01 00:34:20,192.168.171.123,GET,200,15553.0,41.8,Desktop,0
2026-01-01 00:34:30,192.168.49.39,DELETE,200,4161.0,122.8,Desktop,0
2026-01-01 00:34:40,192.168.206.232,POST,200,46545.0,172.9,Tablet,0
2026-01-01 00:34:50,192.168.118.108,GET,200,4206.0,178.5,Mobile,0
2026-01-01 00:35:00,192.168.136.195,DELETE,200,6291.0,83.4,Desktop,0
2026-01-01 00:35:10,192.168.99.169,GET,200,4924.0,143.4,Mobile,0
2026-01-01 00:35:20,192.168.217.206,POST,200,955.0,217.3,Bot,1
2026-01-01 00:35:30,192.168.220.209,GET,200,17201.0,194.9,Mobile,0
2026-01-01 00:35:40,192.168.76.22,GET,200,1052.0,30.5,Desktop,0
2026-01-01 00:35:50,192.168.76.178,POST,301,42740.0,93.2,Desktop,0
2026-01-01 00:36:00,192.168.202.67,POST,200,2817.0,64.4,Mobile,0
2026-01-01 00:36:10,192.168.156.159,GET,200,42567.0,24.7,Mobile,0
2026-01-01 00:36:20,192.168.140.194,GET,200,3174.0,77.3,Tablet,0
2026-01-01 00:36:30,192.168.142.105,GET,200,2427.0,20.1,Mobile,0
2026-01-01 00:36:40,192.168.225.169,GET,200,200.0,34.4,Tablet,0
2026-01-01 00:36:50,192.168.80.172,GET,200,4530.0,36.4,Desktop,0
2026-01-01 00:37:00,192.168.74.46,GET,400,19506.0,80.1,Mobile,0
2026-01-01 00:37:10,192.168.55.183,POST,404,19888.0,16.9,Mobile,0
2026-01-01 00:37:20,192.168.199.173,GET,200,200.0,140.9,Mobile,0
2026-01-01 00:37:30,192.168.122.243,PUT,200,2220.0,266.7,Mobile,0
2026-01-01 00:37:40,192.168.17.217,GET,400,1021.0,124.1,Desktop,0
2026-01-01 00:37:50,192.168.30.44,GET,200,4329.0,68.7,Desktop,0
2026-01-01 00:38:00,192.168.195.126,GET,200,4587.0,170.9,Mobile,0
2026-01-01 00:38:10,192.168.194.254,GET,200,5097.0,21.3,Desktop,0
2026-01-01 00:38:20,192.168.172.61,GET,200,20608.0,259.1,Tablet,0
2026-01-01 00:38:30,192.168.153.117,POST,200,3185.0,63.6,Tablet,0
2026-01-01 00:38:40,192.168.246.105,GET,404,5407.0,183.4,Bot,1
2026-01-01 00:38:50,192.168.177.216,POST,200,6066.0,66.5,Desktop,0
2026-01-01 00:39:00,192.168.35.163,POST,200,1402.0,16.6,Desktop,0
2026-01-01 00:39:10,192.168.244.179,GET,500,49774.0,84.0,Desktop,0
2026-01-01 00:39:20,192.168.177.199,GET,200,200.0,341.2,Desktop,0
2026-01-01 00:39:30,192.168.2.241,GET,200,48478.0,110.4,Desktop,0
2026-01-01 00:39:40,192.168.42.22,GET,200,1832.0,249.0,Mobile,0
2026-01-01 00:39:50,192.168.54.86,GET,200,6012.0,25.7,Desktop,0
2026-01-01 00:40:00,192.168.91.173,POST,200,11614.0,41.3,Mobile,0
2026-01-01 00:40:10,192.168.109.75,GET,200,71699.0,146.9,Desktop,0
2026-01-01 00:40:20,192.168.190.192,GET,200,17809.0,190.6,Desktop,0
2026-01-01 00:40:30,192.168.128.141,GET,200,13347.0,34.2,Desktop,0
2026-01-01 00:40:40,192.168.254.146,GET,200,8996.0,49.6,Desktop,0
2026-01-01 00:40:50,192.168.133.154,GET,200,33258.0,30.9,Mobile,0
2026-01-01 00:41:00,192.168.163.27,GET,200,11639.0,11.0,Desktop,0
2026-01-01 00:41:10,192.168.253.135,POST,200,2907.0,11.4,Mobile,0
2026-01-01 00:41:20,192.168.135.9,GET,200,4506.0,238.4,Mobile,0
2026-01-01 00:41:30,192.168.148.245,GET,200,15736.0,84.1,Desktop,0
2026-01-01 00:41:40,192.168.11.11,GET,400,8583.0,19.6,Mobile,0
2026-01-01 00:41:50,192.168.219.60,POST,200,39474.0,174.3,Desktop,0
2026-01-01 00:42:00,192.168.180.17,GET,301,8007.0,21.3,Mobile,0
2026-01-01 00:42:10,192.168.228.67,GET,404,18659.0,517.1,Desktop,0
2026-01-01 00:42:20,192.168.45.52,POST,200,34269.0,85.8,Desktop,0
2026-01-01 00:42:30,192.168.195.53,POST,200,2753.0,15.7,Mobile,0
2026-01-01 00:42:40,192.168.47.140,GET,200,11359.0,5.2,Tablet,0
2026-01-01 00:42:50,192.168.20.26,GET,200,11649.0,143.0,Mobile,0
2026-01-01 00:43:00,192.168.30.188,GET,500,2890.0,33.3,Mobile,0
2026-01-01 00:43:10,192.168.44.249,GET,200,23656.0,288.4,Mobile,0
2026-01-01 00:43:20,192.168.142.123,GET,200,424.0,28.1,Desktop,0
2026-01-01 00:43:30,192.168.138.180,DELETE,301,6905.0,190.2,Mobile,0
2026-01-01 00:43:40,192.168.128.227,GET,200,5420.0,70.2,Desktop,0
2026-01-01 00:43:50,192.168.127.124,GET,200,5357.0,122.5,Mobile,0
2026-01-01 00:44:00,192.168.137.57,POST,400,200.0,5.0,Mobile,0
2026-01-01 00:44:10,192.168.75.7,PUT,200,29931.0,5.0,Mobile,0
2026-01-01 00:44:20,192.168.245.64,GET,200,4244.0,164.4,Desktop,0
2026-01-01 00:44:30,192.168.136.87,GET,200,14845.0,41.6,Mobile,0
2026-01-01 00:44:40,192.168.199.92,GET,200,14348.0,73.9,Desktop,0
2026-01-01 00:44:50,192.168.157.55,GET,200,2804.0,218.8,Desktop,0
2026-01-01 00:45:00,192.168.115.226,GET,200,9029.0,339.3,Desktop,0
2026-01-01 00:45:10,192.168.74.140,GET,301,4938.0,64.7,Mobile,0
2026-01-01 00:45:20,192.168.124.82,GET,200,14251.0,139.3,Bot,1
2026-01-01 00:45:30,192.168.177.46,POST,200,10680.0,131.9,Mobile,0
2026-01-01 00:45:40,192.168.188.147,POST,200,215.0,42.6,Desktop,0
2026-01-01 00:45:50,192.168.52.175,POST,200,4885.0,15.2,Mobile,0
2026-01-01 00:46:00,192.168.123.26,GET,200,7850.0,105.6,Desktop,0
2026-01-01 00:46:10,192.168.175.228,DELETE,404,30021.0,358.0,Desktop,0
2026-01-01 00:46:20,192.168.249.123,PUT,200,25131.0,5.0,Desktop,0
2026-01-01 00:46:30,192.168.7.249,GET,200,35299.0,36.7,Desktop,0
2026-01-01 00:46:40,192.168.224.151,GET,400,13523.0,166.7,Tablet,0
2026-01-01 00:46:50,192.168.251.71,POST,500,5664.0,440.7,Desktop,0
2026-01-01 00:47:00,192.168.80.119,GET,200,7275.0,30.5,Mobile,0
2026-01-01 00:47:10,192.168.5.110,GET,200,4750.0,79.5,Mobile,0
2026-01-01 00:47:20,192.168.233.246,POST,400,4490.0,54.5,Mobile,0
2026-01-01 00:47:30,192.168.209.134,GET,200,18748.0,178.3,Bot,1
2026-01-01 00:47:40,192.168.25.55,GET,301,19721.0,71.4,Desktop,0
2026-01-01 00:47:50,192.168.32.193,GET,200,7320.0,34.9,Desktop,0
2026-01-01 00:48:00,192.168.249.114,GET,200,7860.0,195.2,Mobile,0
2026-01-01 00:48:10,192.168.60.199,GET,200,13540.0,23.5,Desktop,0
2026-01-01 00:48:20,192.168.135.208,GET,404,11742.0,7.2,Mobile,0
2026-01-01 00:48:30,192.168.113.6,GET,200,8869.0,219.4,Desktop,0
2026-01-01 00:48:40,192.168.95.101,GET,200,2497.0,26.4,Desktop,0
2026-01-01 00:48:50,192.168.163.14,GET,200,1124.0,29.6,Desktop,0
2026-01-01 00:49:00,192.168.98.176,GET,200,9185.0,45.1,Desktop,0
2026-01-01 00:49:10,192.168.143.118,DELETE,400,6361.0,135.4,Mobile,0
2026-01-01 00:49:20,192.168.60.234,DELETE,200,2115.0,15.3,Mobile,0
2026-01-01 00:49:30,192.168.102.82,POST,200,41621.0,89.0,Desktop,0
2026-01-01 00:49:40,192.168.192.102,GET,200,7160.0,147.4,Mobile,0
2026-01-01 00:49:50,192.168.223.230,GET,400,18573.0,634.3,Desktop,0
2026-01-01 00:50:00,192.168.165.132,GET,200,5261.0,16.9,Desktop,0
2026-01-01 00:50:10,192.168.221.13,POST,200,887.0,47.6,Desktop,0
2026-01-01 00:50:20,192.168.244.202,POST,200,33241.0,22.8,Tablet,0
2026-01-01 00:50:30,192.168.247.168,GET,200,28843.0,84.7,Desktop,0
2026-01-01 00:50:40,192.168.122.162,GET,200,565.0,22.3,Mobile,0
2026-01-01 00:50:50,192.168.176.229,GET,200,24444.0,100.3,Desktop,0
2026-01-01 00:51:00,192.168.188.184,POST,200,54425.0,64.8,Mobile,0
2026-01-01 00:51:10,192.168.226.171,GET,200,794.0,55.7,Desktop,0
2026-01-01 00:51:20,192.168.205.96,DELETE,200,25710.0,5.0,Desktop,0
2026-01-01 00:51:30,192.168.48.73,GET,200,20475.0,169.4,Desktop,0
2026-01-01 00:51:40,192.168.127.226,GET,200,4640.0,35.0,Bot,1
2026-01-01 00:51:50,192.168.173.52,GET,301,18462.0,5.0,Mobile,0
2026-01-01 00:52:00,192.168.32.84,GET,200,6304.0,620.2,Desktop,0
2026-01-01 00:52:10,192.168.63.193,POST,200,4936.0,228.0,Desktop,0
2026-01-01 00:52:20,192.168.42.176,GET,200,2125.0,293.8,Bot,1
2026-01-01 00:52:30,192.168.81.100,GET,301,37624.0,90.1,Desktop,0
2026-01-01 00:52:40,192.168.250.115,GET,200,8977.0,88.6,Desktop,0
2026-01-01 00:52:50,192.168.56.11,GET,404,4414.0,73.0,Desktop,0
2026-01-01 00:53:00,192.168.43.73,GET,200,3926.0,88.0,Mobile,0
2026-01-01 00:53:10,192.168.190.130,POST,200,5110.0,175.5,Desktop,0
2026-01-01 00:53:20,192.168.254.155,GET,200,13119.0,50.9,Tablet,0
2026-01-01 00:53:30,192.168.118.248,GET,200,16133.0,133.2,Desktop,0
2026-01-01 00:53:40,192.168.70.129,POST,200,20635.0,386.3,Desktop,0
2026-01-01 00:53:50,192.168.167.210,GET,200,2705.0,14.6,Mobile,0
2026-01-01 00:54:00,192.168.60.102,GET,200,7958.0,487.6,Mobile,0
2026-01-01 00:54:10,192.168.179.19,GET,200,200.0,183.1,Desktop,0
2026-01-01 00:54:20,192.168.129.184,POST,200,1321.0,424.7,Desktop,0
2026-01-01 00:54:30,192.168.46.96,GET,200,4513.0,64.2,Desktop,0
2026-01-01 00:54:40,192.168.119.129,GET,200,200.0,138.8,Desktop,0
2026-01-01 00:54:50,192.168.62.127,POST,200,2235.0,583.2,Bot,1
